Date,Open,High,Low,Close,Adj Close,Volume
2014-02-19,-1.216204803578052,-1.2188674156248076,-1.2173293009613295,-1.222791682592443,-1.222791682592443,0.11451388131727978
2014-02-20,-1.2214483193631336,-1.2193936661281102,-1.218874133687429,-1.214741939422978,-1.214741939422978,0.11781780066719748
2014-02-21,-1.2103767270099777,-1.216017835780918,-1.2093031382083184,-1.2158677350419653,-1.2158677350419653,0.13114617415118318
2014-02-24,-1.2127836238709566,-1.2089263653982476,-1.2064274450415389,-1.207828747939627,-1.207828747939627,0.13325808044667964
2014-02-25,-1.2059409990211367,-1.2099032361179776,-1.2054149296555159,-1.2092919633234258,-1.2092919633234258,0.13104538903512913
2014-02-26,-1.2054051739603344,-1.207390962879519,-1.2046630129353333,-1.2080762688375088,-1.2080762688375088,0.12839932162454615
2014-02-27,-1.2078473938853178,-1.2058689997245808,-1.2029508345786342,-1.2007688232061822,-1.2007688232061822,0.12298349597913198
2014-02-28,-1.1991310412472465,-1.2004370500681767,-1.2054670494984434,-1.2037086659472438,-1.2037086659472438,0.17507749001082068
2014-03-03,-1.2160199537703271,-1.2162067802184795,-1.2153344170053813,-1.2120903843551145,-1.2120903843551145,0.12558008706001572
2014-03-04,-1.1979534213897043,-1.1964918835952898,-1.1912174753319982,-1.1917834403494785,-1.1917834403494785,0.16226128816205515
2014-03-05,-1.1911789199415588,-1.195064392659132,-1.18665975007582,-1.19015171415387,-1.19015171415387,0.13826801694289426
2014-03-06,-1.186813838352689,-1.1925791301024922,-1.1875240791735306,-1.1917400179397786,-1.1917400179397786,0.1309638447139581
2014-03-07,-1.1862237007018435,-1.19266543303167,-1.1935197182407868,-1.1960667216129504,-1.1960667216129504,0.13456462204207137
2014-03-10,-1.1966561539743705,-1.201154748361741,-1.196623183753744,-1.196548086279742,-1.196548086279742,0.12870534188601934
2014-03-11,-1.1938522021261981,-1.1972419948689432,-1.2000173941998418,-1.2039616313715318,-1.2039616313715318,0.1622548745637608
2014-03-12,-1.2086279587556665,-1.2056342029431397,-1.2069459620464584,-1.1995722506475972,-1.1995722506475972,0.1305625367063974
2014-03-13,-1.1951223796054173,-1.2011629176513436,-1.2144288208087786,-1.2166809422334317,-1.2166809422334317,0.15362583617287762
2014-03-14,-1.2190033107322609,-1.2193936661281102,-1.21470603321992,-1.2207657022488585,-1.2207657022488585,0.13651893706519241
2014-03-17,-1.2125387510716323,-1.211584365767482,-1.2061805128042764,-1.2113695992231845,-1.2113695992231845,0.10110854465376189
2014-03-18,-1.20927519824637,-1.202576837269473,-1.2031346603223547,-1.1968581512427015,-1.1968581512427015,0.11507919419551028
2014-03-19,-1.1969716731736662,-1.2026740762097408,-1.2032910193023398,-1.203850087384663,-1.203850087384663,0.11781505198221416
2014-03-20,-1.2060741916829667,-1.2039396339298456,-1.202229064125752,-1.2006709568921936,-1.2006709568921936,0.10448576226990071
2014-03-21,-1.1946763237323663,-1.1999512498803278,-1.2074619334543915,-1.2122290174444192,-1.2122290174444192,0.2326175452227397
2014-03-24,-1.2083858749341942,-1.2147657179642934,-1.2287909412593305,-1.2259354908360016,-1.2259354908360016,0.1583031817861138
2014-03-25,-1.2184050723993776,-1.2188593782894432,-1.2252154506664985,-1.2237925222510968,-1.2237925222510968,0.1432871157223865
2014-03-26,-1.2177713780127124,-1.2218951353097174,-1.2334638925775796,-1.2402974169463221,-1.2402974169463221,0.1602098529361911
2014-03-27,-1.2410595149567107,-1.2426569989568481,-1.2449255326011819,-1.2463756236764911,-1.2463756236764911,0.14327703721078106
2014-03-28,-1.2427375038212731,-1.2379723938526106,-1.2413913093816409,-1.245143728597041,-1.245143728597041,0.12121334284989156
2014-03-31,-1.2366320200957597,-1.2354142677305826,-1.231554088142003,-1.2333870140830396,-1.2333870140830396,0.1268032518775809
2014-04-01,-1.2273199523950644,-1.220510729995952,-1.221063830037712,-1.2146086181463482,-1.2146086181463482,0.13250952190289628
2014-04-02,-1.2105290421876247,-1.215683296436664,-1.2100632281689712,-1.2123187835976186,-1.2123187835976186,0.13562194953231127
2014-04-03,-1.2103739383040886,-1.2160610533575489,-1.2216675610183791,-1.2228487824030692,-1.2228487824030692,0.12465194776399056
2014-04-04,-1.21533460250973,-1.2208183900729357,-1.2485201828107,-1.2527665512759572,-1.2527665512759572,0.1754018348388492
2014-04-07,-1.2569503454538253,-1.2568102937334318,-1.266786924699487,-1.265814916314418,-1.265814916314418,0.16930067040426744
2014-04-08,-1.2639506635443856,-1.2604369958026387,-1.2629535157675758,-1.256775089553426,-1.256775089553426,0.136703098959073
2014-04-09,-1.2518619332803171,-1.2429106376701948,-1.2478451726448174,-1.2374908957538442,-1.2374908957538442,0.11459084449681199
2014-04-10,-1.2378340741733047,-1.2436068589947598,-1.2693607526503314,-1.272787797157867,-1.272787797157867,0.15707177091359875
2014-04-11,-1.2830179339390486,-1.2747442523021075,-1.2833880476587065,-1.2875767101156017,-1.2875767101156017,0.14271172433255058
2014-04-14,-1.2767655130989817,-1.2791777884275854,-1.28479842775276,-1.2813326484799608,-1.2813326484799608,0.1084447848741698
2014-04-15,-1.2782423186178542,-1.2780957070045749,-1.2959033362606451,-1.278213339789366,-1.278213339789366,0.15632962596810973
2014-04-16,-1.2689438623801048,-1.2696009896460783,-1.2704446141748587,-1.2640526574622482,-1.2640526574622482,0.1059370679410792
2014-04-17,-1.2652778098736857,-1.2630761542399673,-1.2633404607782812,-1.2615261905245398,-1.2615261905245398,0.11433063565172695
2014-04-21,-1.2584596856027757,-1.2600836145264789,-1.2586180693950686,-1.254447276849448,-1.254447276849448,0.07673961982021767
2014-04-22,-1.25120101596776,-1.2468152218733894,-1.2449804661286523,-1.243593535680112,-1.243593535680112,0.10711167265727288
2014-04-23,-1.2433576533758623,-1.249319458046329,-1.246681657834737,-1.2529731726847915,-1.2529731726847915,0.09967464732081092
2014-04-24,-1.239629054879547,-1.2450774355533096,-1.251590688371814,-1.247161608779836,-1.247161608779836,0.1304699976452932
2014-04-25,-1.2530775324619006,-1.2586183085818061,-1.2624074647712331,-1.266954389062377,-1.266954389062377,0.12646333116798036
2014-04-28,-1.2621475160691609,-1.2627712608844703,-1.2772058363908754,-1.2672698988236963,-1.2672698988236963,0.15039338263252555
2014-04-29,-1.2627730436868434,-1.262808944478437,-1.261817534400121,-1.2593451113426104,-1.2593451113426104,0.11034687488260823
2014-04-30,-1.2639479414693664,-1.261543386758332,-1.2617132949886647,-1.2563481687909224,-1.2563481687909224,0.1323510144021931
2014-05-01,-1.254140949183652,-1.2525251856180202,-1.2521148330202176,-1.25284264002823,-1.25284264002823,0.12553794055693857
2014-05-02,-1.2494142686613705,-1.2537394884261297,-1.249293938925532,-1.2538081577099276,-1.2538081577099276,0.10425853764461519
2014-05-05,-1.2601241293632994,-1.25555290530293,-1.2573996880108074,-1.2499572411914563,-1.2499572411914563,0.07827246981256718
2014-05-06,-1.2522453104456572,-1.2571395627336535,-1.2589336010395817,-1.2655402396852802,-1.2655402396852802,0.10479178253137396
2014-05-07,-1.2638663393225609,-1.2683192255708515,-1.2753179383032383,-1.26910014626735,-1.26910014626735,0.16301076293416622
2014-05-08,-1.2726262484244892,-1.2634160958824918,-1.2701428159122128,-1.2734976271520737,-1.2734976271520737,0.15622242725376134
2014-05-09,-1.275302385673925,-1.2734894333363476,-1.2741682238283145,-1.2679578848993225,-1.2679578848993225,0.11629502918645339
2014-05-12,-1.2618673865647398,-1.2533401231216972,-1.2558246420641181,-1.2483799591720908,-1.2483799591720908,0.10748641004332844
2014-05-13,-1.2477090571428788,-1.251022196079381,-1.2459683281610838,-1.2521029983964296,-1.2521029983964296,0.1114683383557916
2014-05-14,-1.2539151989001447,-1.2571746110206814,-1.2553471910238239,-1.2601365409723617,-1.2601365409723617,0.09689572680270213
2014-05-15,-1.2608639264756805,-1.2663709520020137,-1.2712266774367398,-1.268659548375875,-1.268659548375875,0.1260867613252693
2014-05-16,-1.2679838257651248,-1.2682841772838234,-1.2689464078291801,-1.2628669070557013,-1.2628669070557013,0.09475541742904499
2014-05-19,-1.265269643104703,-1.2582161760161965,-1.2603220747856958,-1.2532886821741567,-1.2532886821741567,0.08195845637516251
2014-05-20,-1.2541790612255082,-1.259190411698833,-1.258974734231895,-1.2611535812245485,-1.2611535812245485,0.09996325924405665
2014-05-21,-1.2582992700150537,-1.2568292673497312,-1.2526636304734151,-1.251730389096438,-1.251730389096438,0.0913131476016349
2014-05-22,-1.2501050646159308,-1.2483992439971745,-1.245018785362024,-1.2455298825842278,-1.2455298825842278,0.10343576460628294
2014-05-23,-1.2436622834591937,-1.2425355160562488,-1.2404007672968465,-1.2369714202180733,-1.2369714202180733,0.0760222130395783
2014-05-27,-1.2309724597974454,-1.2289111070899061,-1.2249190786386714,-1.2230311033295354,-1.2230311033295354,0.10128446049269262
2014-05-28,-1.223216077143484,-1.2286142510697737,-1.2215796675390662,-1.2262917671006839,-1.2262917671006839,0.09879323566950178
2014-05-29,-1.2223784107052396,-1.225975092632445,-1.2182677232031962,-1.2200721389330957,-1.2200721389330957,0.09227518734578731
2014-05-30,-1.2187204588808582,-1.224860664071542,-1.2201911940673507,-1.2215216769159682,-1.2215216769159682,0.10965237381016298
2014-06-02,-1.219680561582783,-1.2259724573255066,-1.2241261629071531,-1.222995648366894,-1.222995648366894,0.0846988953035052
2014-06-03,-1.226729814472256,-1.2280259413277799,-1.2218788532514362,-1.2238441778072713,-1.2238441778072713,0.0927003172898699
2014-06-04,-1.2266836020203251,-1.2237516378089097,-1.2217608137792215,-1.21906864309615,-1.21906864309615,0.08275465879198961
2014-06-05,-1.2166454150291022,-1.2120646319726667,-1.2147773124051349,-1.206942240615956,-1.206942240615956,0.11176794501897051
2014-06-06,-1.2020574293590998,-1.2058555600909455,-1.1971993140640977,-1.2000971704378194,-1.2000971704378194,0.08335570457500292
2014-06-09,-1.1989052909637392,-1.1993170877944543,-1.1932096797843814,-1.1960612773584987,-1.1960612773584987,0.09860266017732684
2014-06-10,-1.197586245316477,-1.2014408000551768,-1.1933056120487888,-1.1955827013117752,-1.1955827013117752,0.09897464887839909
2014-06-11,-1.1992942455408577,-1.2016189398961972,-1.1945239264797607,-1.1972334164490306,-1.1972334164490306,0.09818119514655531
2014-06-12,-1.1992425886669258,-1.204279575302525,-1.203019434260284,-1.206561530883221,-1.206561530883221,0.11006742524264017
2014-06-13,-1.20136384469865,-1.207161568126504,-1.2019546653991535,-1.2030206798716179,-1.2030206798716179,0.09599140944319888
2014-06-16,-1.2044587488083005,-1.2046735385785317,-1.1998007424108572,-1.2001787034445441,-1.2001787034445441,0.08871289160744013
2014-06-17,-1.2011735504689247,-1.199484423308778,-1.195714908053576,-1.1957921116126322,-1.1957921116126322,0.10147045484322874
2014-06-18,-1.1943281369132155,-1.1943627690362966,-1.193138266418189,-1.1888273972868377,-1.1888273972868377,0.10571259200077697
2014-06-19,-1.1864521067014624,-1.1924522449036221,-1.1879055309961284,-1.189781893473947,-1.189781893473947,0.1043199249425754
2014-06-20,-1.1877493743887588,-1.1933644213475672,-1.1839487227616763,-1.1874131815528757,-1.1874131815528757,0.1845741966280965
2014-06-23,-1.1867730705947215,-1.1925521191508284,-1.1826726613930902,-1.1872390935009296,-1.1872390935009296,0.09217715091471655
2014-06-24,-1.1870613671400876,-1.1849802508785798,-1.1870027484840684,-1.1922240382409535,-1.1922240382409535,0.11982617316165657
2014-06-25,-1.1941541764934176,-1.189384206587652,-1.1879603303426212,-1.1842259506276627,-1.1842259506276627,0.09308330073087533
2014-06-26,-1.1839229065665804,-1.1903961255944102,-1.1857541538792173,-1.1844190276212563,-1.1844190276212563,0.0776219476998546
2014-06-27,-1.1860007388522626,-1.1852554979754744,-1.1791274512485361,-1.179284428297339,-1.179284428297339,0.2985117703272126
2014-06-30,-1.1787746041192875,-1.1802337182200444,-1.1722702967681118,-1.1764968960465079,-1.1764968960465079,0.10456272544943289
2014-07-01,-1.1716111480940237,-1.1656242692443688,-1.1646309451192276,-1.1627714337132786,-1.1627714337132786,0.11321558577683792
2014-07-02,-1.1625956100665844,-1.166887191657535,-1.1573758589774834,-1.163021610517498,-1.163021610517498,0.08178254053623178
2014-07-03,-1.1585079356351538,-1.1617573683652955,-1.1538141687198085,-1.155352444095083,-1.155352444095083,0.027014992244127206
2014-07-07,-1.1571888899878917,-1.1638918849527145,-1.158273148027037,-1.1647077806173947,-1.1647077806173947,0.09020359509671248
2014-07-08,-1.166672262392273,-1.1731907354881916,-1.1790067319983575,-1.1810440315151252,-1.1810440315151252,0.13880309428630855
2014-07-09,-1.177507348063772,-1.179027452747299,-1.174624659245429,-1.1735462975102733,-1.1735462975102733,0.0943788475863339
2014-07-10,-1.1913746588652476,-1.1806681318115047,-1.1847691052569296,-1.179754904183273,-1.179754904183273,0.0894275497030962
2014-07-11,-1.1780458288406859,-1.1803146191207965,-1.1742733539645303,-1.1745088938581718,-1.1745088938581718,0.07369865800036833
2014-07-14,-1.1670747618014674,-1.171021170613745,-1.162293062755031,-1.1677291563651813,-1.1677291563651813,0.07996657599060315
2014-07-15,-1.166117447805432,-1.170932100693235,-1.1741608076804235,-1.174264161308404,-1.174264161308404,0.09759206033180294
2014-07-16,-1.1657748383980593,-1.1717578425236084,-1.1659261661044995,-1.1716588172703088,-1.1716588172703088,0.12391621641679594
2014-07-17,-1.1751983205286562,-1.1780965663256868,-1.184442586961802,-1.1886614096676351,-1.1886614096676351,0.12354056280241262
2014-07-18,-1.183786925198861,-1.1756517543543454,-1.1773108995738018,-1.1699782244105488,-1.1699782244105488,0.10231521736142733
2014-07-21,-1.1725656736561325,-1.1761968465197086,-1.170097080256551,-1.1720042047541332,-1.1720042047541332,0.07796553332276616
2014-07-22,-1.1661093473953568,-1.1676400699225207,-1.1594393426150813,-1.1634866416050718,-1.1634866416050718,0.09323172971997314
2014-07-23,-1.1597943142064862,-1.1631606156109666,-1.1554330945900642,-1.1586784408233317,-1.1586784408233317,0.11021585423173798
2014-07-24,-1.1561364950999196,-1.1618734492374692,-1.1532407184618174,-1.1591109385540175,-1.1591109385540175,0.11253207944432585
2014-07-25,-1.1652607915691857,-1.1693076282539963,-1.1629845527596354,-1.1652434562027896,-1.1652434562027896,0.09203971666555193
2014-07-28,-1.164428569824905,-1.1699984472802905,-1.167514945433056,-1.1665080176248128,-1.1665080176248128,0.09862006851555434
2014-07-29,-1.163082433969566,-1.1657942400656311,-1.1600760335475917,-1.167109026167308,-1.167109026167308,0.12679958696426985
2014-07-30,-1.1597182231125516,-1.1644207707629555,-1.159121131192604,-1.161615627658056,-1.161615627658056,0.10679099274255542
2014-07-31,-1.1725412394361296,-1.176634027102501,-1.1803485793640505,-1.1869427056669417,-1.1869427056669417,0.1435271675442607
2014-08-01,-1.1882878551656724,-1.188979438984949,-1.1921833640632016,-1.1916012521367427,-1.1916012521367427,0.12309161092180816
2014-08-04,-1.1876813837048992,-1.186191918379751,-1.1869671087542617,-1.1831026782012826,-1.1831026782012826,0.08892179166617038
2014-08-05,-1.1879615795682277,-1.1895271664572509,-1.189560096321792,-1.191546940946185,-1.191546940946185,0.11079949167652377
2014-08-06,-1.198380488008679,-1.1906145843363356,-1.191903472148495,-1.1909459324036897,-1.1909459324036897,0.10192398786547203
2014-08-07,-1.1856063398531433,-1.1904230048616802,-1.1927678012462055,-1.1964066645703686,-1.1964066645703686,0.10623209346261926
2014-08-08,-1.1944098054189285,-1.1921986064601202,-1.19112690234912,-1.1866354293240506,-1.1866354293240506,0.09640371219069278
2014-08-11,-1.1817635382210372,-1.180687105427804,-1.175683801011873,-1.1783598101046886,-1.1783598101046886,0.07613857403720438
2014-08-12,-1.1797754748511429,-1.1830346784588774,-1.179061665251429,-1.1816450400576206,-1.1816450400576206,0.07818542812142958
2014-08-13,-1.1761909581326213,-1.1756868023715281,-1.1703357053467642,-1.169439759933131,-1.169439759933131,0.08290125532443186
2014-08-14,-1.167961429397532,-1.1706434139627053,-1.162021477712975,-1.1643079492292818,-1.1643079492292818,0.0772325506605548
2014-08-15,-1.1566721871709438,-1.1626910217782398,-1.163890148956238,-1.1610634857797122,-1.1610634857797122,0.10010527463486012
2014-08-18,-1.1537106087129012,-1.1554888728216666,-1.1476155445665448,-1.1492661372041246,-1.1492661372041246,0.079182284542037
2014-08-19,-1.1472569381682367,-1.1501594327194078,-1.140075072773189,-1.1440446930608072,-1.1440446930608072,0.07785008855346788
2014-08-20,-1.1463077245822764,-1.1490531731782623,-1.139578395162919,-1.1443247478594856,-1.1443247478594856,0.0728777174186916
2014-08-21,-1.1438681603734044,-1.1487859634167321,-1.140105219040489,-1.1427963322323174,-1.1427963322323174,0.06549658201022328
2014-08-22,-1.1416516907319285,-1.1452131515664592,-1.1379210158783142,-1.1410423062546677,-1.1410423062546677,0.055425400231439284
2014-08-25,-1.133805539162179,-1.1387638806050262,-1.1307839694831834,-1.1359294844924657,-1.1359294844924657,0.06209645868589035
2014-08-26,-1.1337811049421762,-1.1375631491149452,-1.1283143809437954,-1.1323152003629726,-1.1323152003629726,0.069884399471886
2014-08-27,-1.1309146071041076,-1.1375037251831923,-1.1269259071976812,-1.1325925992553134,-1.1325925992553134,0.06254082942485599
2014-08-28,-1.136843474421749,-1.140161725552427,-1.1311021809056605,-1.1358342740848149,-1.1358342740848149,0.05522108131434786
2014-08-29,-1.1316190808805215,-1.1363002267017792,-1.1291375771235914,-1.1296963116376821,-1.1296963116376821,0.059183768831927996
2014-09-02,-1.126000288340175,-1.1313431412221342,-1.1228180992647727,-1.124822910884527,-1.124822910884527,0.10556782792499021
2014-09-03,-1.121181050196216,-1.1282399229347428,-1.1259545250039718,-1.1317930691928186,-1.1317930691928186,0.10908339601862142
2014-09-04,-1.1289646555041069,-1.130126203376931,-1.1292664693398415,-1.1345860459700554,-1.1345860459700554,0.09362204298760067
2014-09-05,-1.1346459943063125,-1.1355635550617607,-1.1321668158602125,-1.128981103745889,-1.128981103745889,0.08566276750431313
2014-09-08,-1.1296336732267387,-1.1308682773152203,-1.1246236645632914,-1.1264274149920137,-1.1264274149920137,0.08826302349850791
2014-09-09,-1.1269765921342125,-1.1312379966308956,-1.1317004184238217,-1.1373055896294026,-1.1373055896294026,0.11449830543570781
2014-09-10,-1.136408307664662,-1.134457163836222,-1.1315906855498585,-1.1279965968505903,-1.1279965968505903,0.1009472884680754
2014-09-11,-1.1327394664523533,-1.1331862040876914,-1.1274993577300712,-1.1265579476485752,-1.1265579476485752,0.09143683842588309
2014-09-12,-1.1269929256721776,-1.1336530309290862,-1.1286161122531517,-1.1331419522416346,-1.1331419522416346,0.09870436152170865
2014-09-15,-1.132791123598248,-1.1397541909583915,-1.1420479837023072,-1.1463861831657114,-1.1463861831657114,0.1130295914263018
2014-09-16,-1.1505612590234298,-1.1422448558133023,-1.1439303213741485,-1.1371778453209553,-1.1371778453209553,0.10742502274536823
2014-09-17,-1.136459964538594,-1.1357254885476586,-1.1330943853580435,-1.134613268058177,-1.134613268058177,0.09985331184472494
2014-09-18,-1.130536541914916,-1.1326006616068747,-1.123967814014095,-1.1261173497571002,-1.1261173497571002,0.09784952049190467
2014-09-19,-1.1222716898438596,-1.1281239740168079,-1.126486842618447,-1.1298268445661979,-1.1298268445661979,0.22645590971852553
2014-09-22,-1.1325191608628096,-1.1393764343073518,-1.140294538246716,-1.143995693682925,-1.143995693682925,0.10762384429249307
2014-09-23,-1.1480564928365875,-1.1482382359444303,-1.1415842657694817,-1.1491628266356848,-1.1491628266356848,0.10452790877297786
2014-09-24,-1.1470774003366606,-1.1425066632765617,-1.1438590419145351,-1.1365087154732456,-1.1365087154732456,0.09697177375390657
2014-09-25,-1.1400335921411509,-1.1452968191886985,-1.1530485855710477,-1.1605685766976794,-1.1605685766976794,0.11294621464847525
2014-09-26,-1.1575316321130789,-1.1537106359162879,-1.1506229439085156,-1.1482109863549133,-1.1482109863549133,0.08526420818173573
2014-09-29,-1.160425352605077,-1.153848193757461,-1.1536523165517154,-1.149935134338104,-1.149935134338104,0.09445122962422726
2014-09-30,-1.1476974169014724,-1.1520078976133905,-1.148309714349113,-1.1533236751314302,-1.1533236751314302,0.1368387007515821
2014-10-01,-1.1547657923067625,-1.1615253385751867,-1.1687826996545931,-1.1727141011052054,-1.1727141011052054,0.14712336373073515
2014-10-02,-1.1725521285520941,-1.1736251493494971,-1.1801865930149802,-1.1705084557414922,-1.1705084557414922,0.13364289634434057
2014-10-03,-1.1628811176340985,-1.1611799949042363,-1.1587889855283913,-1.1581563096531775,-1.1581563096531775,0.09810606442367863
2014-10-06,-1.1532020065779909,-1.1589699794444908,-1.1592335435701324,-1.1638184844017008,-1.1638184844017008,0.10274217976216544
2014-10-07,-1.1691090378952556,-1.1736765356760406,-1.1754094022852744,-1.1827464022085548,-1.1827464022085548,0.12868243617782527
2014-10-08,-1.1822203507642002,-1.1650495310902482,-1.183589244240307,-1.1600682230892405,-1.1600682230892405,0.15985893748665742
2014-10-09,-1.1624786182249043,-1.1676400699225207,-1.177568952368257,-1.1846121046148494,-1.1846121046148494,0.1426879023960287
2014-10-10,-1.190670317806649,-1.1902045461197548,-1.2052940764987585,-1.2123785393145823,-1.2123785393145823,0.18863950171838623
2014-10-13,-1.2123511128299813,-1.2108989487696136,-1.2226827559079674,-1.229397464747218,-1.229397464747218,0.1613432273776354
2014-10-14,-1.2201510519477996,-1.216965060511891,-1.2226965562431242,-1.2257234249007614,-1.2257234249007614,0.1639352373168803
2014-10-15,-1.2452069466721483,-1.2304032923018489,-1.2490991265311975,-1.2289461107886155,-1.2289461107886155,0.2154840754935493
2014-10-16,-1.2508773963583897,-1.226498707828809,-1.2449694794780377,-1.2283830801294142,-1.2283830801294142,0.1727145371535168
2014-10-17,-1.2123022443899758,-1.2129794437235504,-1.2147801260896773,-1.2172194067108495,-1.2172194067108495,0.14230766764000657
2014-10-20,-1.2179943395903308,-1.2073773915614905,-1.212982734031629,-1.2015467084206921,-1.2015467084206921,0.09258395629224385
2014-10-21,-1.189435596381211,-1.179688626054681,-1.1833806315108155,-1.1734238650145012,-1.1734238650145012,0.11825759026452427
2014-10-22,-1.1704008608885885,-1.175268595405035,-1.1764713574618624,-1.183385521348075,-1.183385521348075,0.1154575964948769
2014-10-23,-1.1708686952655312,-1.1645584602885222,-1.1654185015692167,-1.1643650490399078,-1.1643650490399078,0.11411623822303014
2014-10-24,-1.1621604430375347,-1.1616684301291789,-1.1587533457985846,-1.1559534526375783,-1.1559534526375783,0.09596758750667701
2014-10-27,-1.159560463240941,-1.1607670580119305,-1.1575350316420112,-1.155352444095083,-1.155352444095083,0.08050898316063958
2014-10-28,-1.149576722101502,-1.1406123457688544,-1.1424925417440481,-1.1340421372381861,-1.1340421372381861,0.11544843421159927
2014-10-29,-1.137164305597193,-1.140571895453401,-1.1392244098296578,-1.1381377860344706,-1.1381377860344706,0.13534249989234315
2014-10-30,-1.1424050326763855,-1.1375873930752767,-1.1379155226902062,-1.133538995009679,-1.133538995009679,0.12168245175370683
2014-10-31,-1.1132098066466742,-1.119774983249397,-1.111905256694368,-1.1159707165907224,-1.1159707165907224,0.15736038283684445
2014-11-03,-1.1147709363873717,-1.1163533005583257,-1.1089308173042396,-1.1137488706334762,-1.1137488706334762,0.12150287100146505
2014-11-04,-1.117474229931829,-1.1212752060665492,-1.1178487759186964,-1.1179016189684323,-1.1179016189684323,0.11291964402697009
2014-11-05,-1.1104847345983255,-1.1173786589288737,-1.1143337123158412,-1.1186957045045212,-1.1186957045045212,0.11865065221713512
2014-11-06,-1.1193753133637871,-1.1204063786137834,-1.1151487352551668,-1.1138685145091798,-1.1138685145091798,0.11727172858385
